Search rep 1 (of 2)
random seed = 92097
gen	best_like	time	optPrecision
18030	-85599.93733	453	0.01
18040	-85599.93733	453	0.01
18050	-85599.93733	454	0.01
18060	-85599.93733	454	0.01
18070	-85599.93733	454	0.01
18080	-85599.90876	454	0.01
18090	-85599.89601	455	0.01
18100	-85599.89601	455	0.01
18110	-85599.89601	455	0.01
18120	-85599.89601	456	0.01
18130	-85599.89601	456	0.01
18140	-85599.89601	456	0.01
18150	-85599.84673	456	0.01
18160	-85599.51509	456	0.01
18170	-85599.51509	457	0.01
18180	-85599.51509	457	0.01
18190	-85599.51509	457	0.01
18200	-85599.51509	458	0.01
18210	-85599.51509	458	0.01
18220	-85599.51509	458	0.01
18230	-85599.51509	458	0.01
18240	-85599.51509	459	0.01
18250	-85599.51509	459	0.01
18260	-85599.51509	459	0.01
18270	-85599.51509	460	0.01
18280	-85599.51509	460	0.01
18290	-85599.51509	460	0.01
18300	-85599.51509	461	0.01
18310	-85599.51228	461	0.01
18320	-85599.51228	461	0.01
18330	-85599.51228	461	0.01
18340	-85599.51228	462	0.01
18350	-85599.51228	462	0.01
18360	-85599.51228	462	0.01
18370	-85599.50954	463	0.01
18380	-85599.49795	463	0.01
18390	-85599.49795	463	0.01
18400	-85599.49795	463	0.01
18410	-85599.49795	464	0.01
18420	-85599.49795	464	0.01
18430	-85599.49465	464	0.01
18440	-85599.49465	465	0.01
18450	-85599.48973	465	0.01
18460	-85599.48973	465	0.01
18470	-85599.48799	465	0.01
18480	-85599.48541	466	0.01
18490	-85599.4822	466	0.01
18500	-85599.4822	466	0.01
18510	-85599.47853	466	0.01
18520	-85599.47853	467	0.01
18530	-85599.47853	467	0.01
18540	-85599.47853	467	0.01
18550	-85599.47853	467	0.01
18560	-85599.47853	468	0.01
18570	-85599.47853	468	0.01
18580	-85599.47853	468	0.01
18590	-85599.47853	468	0.01
18600	-85599.47818	469	0.01
18610	-85599.47818	469	0.01
18620	-85599.47818	469	0.01
18630	-85599.47818	469	0.01
18640	-85599.47818	470	0.01
18650	-85599.46243	470	0.01
18660	-85599.46243	470	0.01
18670	-85599.46243	470	0.01
18680	-85599.46243	471	0.01
18690	-85599.46243	471	0.01
18700	-85599.46243	471	0.01
18710	-85599.46243	472	0.01
18720	-85599.46243	472	0.01
18730	-85599.46243	472	0.01
18740	-85599.46243	472	0.01
18750	-85599.46243	473	0.01
18760	-85599.46243	473	0.01
18770	-85599.46243	473	0.01
18780	-85599.46214	473	0.01
18790	-85599.46147	474	0.01
18800	-85599.46147	474	0.01
18810	-85599.46147	474	0.01
18820	-85599.46147	474	0.01
18830	-85599.46147	475	0.01
18840	-85599.46147	475	0.01
18850	-85599.46147	475	0.01
18860	-85599.46147	475	0.01
18870	-85599.44795	476	0.01
18880	-85599.44795	476	0.01
18890	-85599.44795	476	0.01
18900	-85599.44795	476	0.01
18910	-85599.44795	477	0.01
18920	-85599.44795	477	0.01
18930	-85599.44601	477	0.01
18940	-85599.44601	478	0.01
18950	-85599.44371	478	0.01
18960	-85599.44371	478	0.01
18970	-85599.44371	478	0.01
18980	-85599.44371	479	0.01
18990	-85599.4392	479	0.01
19000	-85599.4392	479	0.01
19010	-85599.43919	480	0.01
19020	-85599.43919	480	0.01
19030	-85599.43919	480	0.01
19040	-85599.43919	481	0.01
19050	-85599.42129	481	0.01
19060	-85599.42129	481	0.01
19070	-85599.42129	481	0.01
19080	-85598.92652	482	0.01
19090	-85598.92652	482	0.01
19100	-85598.92652	482	0.01
19110	-85598.92652	482	0.01
19120	-85598.92652	483	0.01
19130	-85598.92652	483	0.01
19140	-85598.92652	483	0.01
19150	-85598.92652	484	0.01
19160	-85598.92652	484	0.01
19170	-85598.92218	484	0.01
19180	-85598.92196	484	0.01
19190	-85598.92196	485	0.01
19200	-85598.88672	485	0.01
19210	-85598.88672	485	0.01
19220	-85598.88672	486	0.01
19230	-85598.88672	486	0.01
19240	-85598.88672	486	0.01
19250	-85598.87782	486	0.01
19260	-85598.87782	486	0.01
19270	-85598.87782	487	0.01
19280	-85598.87782	487	0.01
19290	-85598.87782	487	0.01
19300	-85598.87066	488	0.01
19310	-85598.87066	488	0.01
19320	-85598.87066	488	0.01
19330	-85598.87066	488	0.01
19340	-85598.87066	489	0.01
19350	-85598.87066	489	0.01
19360	-85598.87066	489	0.01
19370	-85598.87066	490	0.01
19380	-85598.87066	490	0.01
19390	-85598.87066	490	0.01
19400	-85598.87066	490	0.01
19410	-85598.87026	491	0.01
19420	-85598.87026	491	0.01
19430	-85598.86904	491	0.01
19440	-85598.86904	492	0.01
19450	-85598.86904	492	0.01
19460	-85598.86904	492	0.01
19470	-85598.86904	492	0.01
19480	-85598.86904	493	0.01
19490	-85598.86904	493	0.01
19500	-85598.86904	493	0.01
19510	-85598.86904	493	0.01
19520	-85598.86837	494	0.01
19530	-85598.86837	494	0.01
19540	-85598.86837	494	0.01
19550	-85598.86788	494	0.01
19560	-85598.86788	494	0.01
19570	-85598.86788	495	0.01
19580	-85598.86788	495	0.01
19590	-85598.86788	495	0.01
19600	-85598.86345	496	0.01
19610	-85598.86345	496	0.01
19620	-85598.86345	496	0.01
19630	-85598.86345	496	0.01
19640	-85598.86345	497	0.01
19650	-85598.86345	497	0.01
19660	-85598.86345	497	0.01
19670	-85598.86345	497	0.01
19680	-85598.86345	498	0.01
19690	-85598.8606	498	0.01
19700	-85598.75179	498	0.01
19710	-85598.75179	498	0.01
19720	-85598.73631	499	0.01
19730	-85598.73491	499	0.01
19740	-85598.73252	499	0.01
19750	-85598.73252	500	0.01
19760	-85598.73252	500	0.01
19770	-85598.73252	500	0.01
19780	-85598.73252	501	0.01
19790	-85598.73252	502	0.01
19800	-85598.73252	502	0.01
19810	-85598.73252	502	0.01
19820	-85598.73252	502	0.01
19830	-85598.73252	503	0.01
19840	-85598.72379	503	0.01
19850	-85598.7208	503	0.01
19860	-85598.7208	504	0.01
19870	-85598.72046	504	0.01
19880	-85598.72046	504	0.01
19890	-85598.72046	504	0.01
19900	-85598.72046	504	0.01
19910	-85598.72046	505	0.01
19920	-85598.72046	505	0.01
19930	-85598.72046	505	0.01
19940	-85598.72046	506	0.01
19950	-85598.71806	506	0.01
19960	-85598.71806	506	0.01
19970	-85598.71806	506	0.01
19980	-85598.71133	507	0.01
19990	-85598.71133	507	0.01
20000	-85598.71133	507	0.01
20010	-85598.71133	508	0.01
20020	-85598.71133	508	0.01
20030	-85598.71133	508	0.01
20040	-85598.71133	508	0.01
20050	-85598.71133	509	0.01
20060	-85598.71133	509	0.01
20070	-85598.71133	509	0.01
20080	-85598.71133	510	0.01
20090	-85598.71133	510	0.01
20100	-85598.71133	510	0.01
20110	-85598.71133	510	0.01
20120	-85598.71133	511	0.01
20130	-85598.71113	511	0.01
20140	-85598.71113	511	0.01
20150	-85598.7089	511	0.01
20160	-85598.7089	512	0.01
20170	-85598.7089	512	0.01
20180	-85598.7089	512	0.01
20190	-85598.7089	513	0.01
20200	-85598.7049	513	0.01
20210	-85598.7049	513	0.01
20220	-85598.7049	514	0.01
20230	-85598.7049	514	0.01
20240	-85598.7049	514	0.01
20250	-85598.69757	514	0.01
20260	-85598.69757	515	0.01
20270	-85598.69757	515	0.01
20280	-85598.69757	515	0.01
20290	-85598.69757	515	0.01
20300	-85598.69757	516	0.01
20310	-85598.69757	516	0.01
20320	-85598.69757	516	0.01
20330	-85598.68976	516	0.01
20340	-85598.68976	517	0.01
20350	-85598.68976	517	0.01
20360	-85598.68599	517	0.01
20370	-85598.68599	517	0.01
20380	-85598.68224	518	0.01
20390	-85598.68224	518	0.01
20400	-85598.67582	518	0.01
20410	-85598.67582	518	0.01
20420	-85598.67582	519	0.01
20430	-85598.67417	519	0.01
20440	-85598.67417	519	0.01
20450	-85598.67417	520	0.01
20460	-85598.67417	520	0.01
20470	-85598.67417	520	0.01
20480	-85598.67417	520	0.01
20490	-85598.67417	521	0.01
20500	-85598.67105	521	0.01
20510	-85598.67013	521	0.01
20520	-85598.65628	521	0.01
20530	-85598.65628	522	0.01
20540	-85598.65607	522	0.01
20550	-85598.65607	522	0.01
20560	-85598.65607	522	0.01
20570	-85598.65607	523	0.01
20580	-85598.65607	523	0.01
20590	-85598.65607	523	0.01
20600	-85598.65607	524	0.01
20610	-85598.65607	524	0.01
20620	-85598.65607	524	0.01
20630	-85598.65607	524	0.01
20640	-85598.65607	525	0.01
20650	-85598.65607	525	0.01
20660	-85598.65281	525	0.01
20670	-85598.65281	526	0.01
20680	-85598.65281	526	0.01
20690	-85598.65281	526	0.01
20700	-85598.64381	526	0.01
20710	-85598.64381	526	0.01
20720	-85598.64381	527	0.01
20730	-85598.64381	527	0.01
20740	-85598.64381	527	0.01
20750	-85598.64381	528	0.01
20760	-85598.64121	528	0.01
20770	-85598.64121	528	0.01
20780	-85598.64121	528	0.01
20790	-85598.64121	529	0.01
20800	-85598.64121	529	0.01
20810	-85598.64121	529	0.01
20820	-85598.64121	530	0.01
20830	-85598.64121	530	0.01
20840	-85598.64121	530	0.01
20850	-85598.64121	530	0.01
20860	-85598.64121	531	0.01
20870	-85598.63876	531	0.01
20880	-85598.63876	531	0.01
20890	-85598.63748	532	0.01
20900	-85598.63748	532	0.01
20910	-85598.63748	532	0.01
20920	-85598.63748	532	0.01
20930	-85598.63748	533	0.01
20940	-85598.63748	533	0.01
20950	-85598.63259	533	0.01
20960	-85598.63259	533	0.01
20970	-85598.63259	534	0.01
20980	-85598.63259	534	0.01
20990	-85598.63259	534	0.01
21000	-85598.63259	534	0.01
21010	-85598.63259	535	0.01
21020	-85598.63259	535	0.01
21030	-85598.63259	535	0.01
21040	-85598.62791	536	0.01
21050	-85598.62791	536	0.01
21060	-85598.62791	536	0.01
21070	-85598.62791	536	0.01
21080	-85598.62791	537	0.01
21090	-85598.62791	537	0.01
21100	-85598.62791	537	0.01
21110	-85598.62791	537	0.01
21120	-85598.62775	538	0.01
21130	-85598.62775	538	0.01
21140	-85598.62775	538	0.01
21150	-85598.62775	538	0.01
21160	-85598.62775	539	0.01
21170	-85598.62775	539	0.01
21180	-85598.62373	539	0.01
21190	-85598.62373	540	0.01
21200	-85598.62373	540	0.01
21210	-85598.62373	540	0.01
21220	-85598.62373	540	0.01
21230	-85598.62373	541	0.01
21240	-85598.62373	541	0.01
21250	-85598.62373	541	0.01
21260	-85598.62373	541	0.01
21270	-85598.62373	542	0.01
21280	-85598.62373	542	0.01
21290	-85598.61722	542	0.01
21300	-85598.61722	542	0.01
21310	-85598.61624	543	0.01
21320	-85598.61624	543	0.01
21330	-85598.61624	543	0.01
21340	-85598.61624	543	0.01
21350	-85598.61624	544	0.01
21360	-85598.61624	544	0.01
21370	-85598.61624	544	0.01
21380	-85598.61624	545	0.01
21390	-85598.61104	545	0.01
21400	-85598.61094	545	0.01
21410	-85598.61094	546	0.01
21420	-85598.61094	546	0.01
21430	-85598.61094	546	0.01
21440	-85598.61094	546	0.01
21450	-85598.61094	547	0.01
21460	-85598.61094	547	0.01
21470	-85598.61094	547	0.01
21480	-85598.61094	547	0.01
21490	-85598.61094	548	0.01
21500	-85598.61094	548	0.01
21510	-85598.61094	548	0.01
21520	-85598.61094	548	0.01
21530	-85598.60089	549	0.01
21540	-85598.60089	549	0.01
21550	-85598.60089	549	0.01
21560	-85598.60089	549	0.01
21570	-85598.60089	550	0.01
21580	-85598.59798	550	0.01
21590	-85598.59798	550	0.01
21600	-85598.59798	550	0.01
21610	-85598.59798	551	0.01
21620	-85598.59798	551	0.01
21630	-85598.59798	551	0.01
21640	-85598.59793	552	0.01
21650	-85598.59793	552	0.01
21660	-85598.59793	552	0.01
21670	-85598.59793	552	0.01
21680	-85598.43014	553	0.01
21690	-85598.42874	553	0.01
21700	-85598.42874	553	0.01
21710	-85598.42874	554	0.01
21720	-85598.42874	554	0.01
21730	-85598.42874	554	0.01
21740	-85598.42874	554	0.01
21750	-85598.42574	555	0.01
21760	-85598.42574	555	0.01
21770	-85598.42574	555	0.01
21780	-85598.42574	556	0.01
21790	-85598.42574	556	0.01
21800	-85598.42574	556	0.01
21810	-85598.42574	556	0.01
21820	-85598.42574	557	0.01
21830	-85598.42574	557	0.01
21840	-85598.42574	557	0.01
21850	-85598.42574	557	0.01
21860	-85598.42574	558	0.01
21870	-85598.42574	558	0.01
21880	-85598.42574	558	0.01
21890	-85598.42508	558	0.01
21900	-85598.42508	559	0.01
21910	-85598.42508	559	0.01
21920	-85598.42508	559	0.01
21930	-85598.42508	559	0.01
21940	-85598.42508	560	0.01
21950	-85598.42508	560	0.01
21960	-85598.42508	560	0.01
21970	-85598.42508	560	0.01
21980	-85598.42508	561	0.01
21990	-85598.42508	561	0.01
22000	-85598.42508	561	0.01
22010	-85598.42508	561	0.01
22020	-85598.40607	562	0.01
22030	-85598.40607	562	0.01
22040	-85598.40607	562	0.01
22050	-85598.40607	563	0.01
22060	-85598.40433	563	0.01
22070	-85598.40433	563	0.01
22080	-85598.40433	563	0.01
22090	-85598.40433	564	0.01
22100	-85598.40433	564	0.01
22110	-85598.40433	564	0.01
22120	-85598.40433	564	0.01
22130	-85598.40433	565	0.01
22140	-85598.40433	565	0.01
22150	-85598.40433	565	0.01
22160	-85598.40433	566	0.01
22170	-85598.40433	566	0.01
22180	-85598.40423	566	0.01
22190	-85598.40423	566	0.01
22200	-85598.40423	566	0.01
22210	-85598.40423	567	0.01
22220	-85598.40423	567	0.01
22230	-85598.40423	567	0.01
22240	-85598.40423	568	0.01
22250	-85598.40423	568	0.01
22260	-85598.40423	568	0.01
22270	-85598.40416	568	0.01
22280	-85598.40416	568	0.01
22290	-85598.40416	569	0.01
22300	-85598.40416	569	0.01
22310	-85598.40416	569	0.01
22320	-85598.40395	569	0.01
22330	-85598.40395	570	0.01
22340	-85598.40395	570	0.01
22350	-85598.40395	570	0.01
22360	-85598.39575	570	0.01
22370	-85598.39575	571	0.01
22380	-85598.39404	571	0.01
22390	-85598.39404	571	0.01
22400	-85598.39404	571	0.01
22410	-85598.39404	572	0.01
22420	-85598.39404	572	0.01
22430	-85598.39372	572	0.01
22440	-85598.38805	572	0.01
22450	-85598.38805	573	0.01
22460	-85598.38805	573	0.01
22470	-85598.38613	573	0.01
22480	-85598.38613	573	0.01
22490	-85598.38613	574	0.01
22500	-85598.38613	574	0.01
22510	-85598.38613	574	0.01
22520	-85598.38613	574	0.01
22530	-85598.38613	574	0.01
22540	-85598.38613	575	0.01
22550	-85598.38613	575	0.01
22560	-85598.38613	575	0.01
22570	-85598.38613	576	0.01
22580	-85598.38613	576	0.01
22590	-85598.38613	576	0.01
22600	-85598.38613	576	0.01
22610	-85598.38613	576	0.01
22620	-85598.38613	577	0.01
22630	-85598.38613	577	0.01
22640	-85598.38613	577	0.01
22650	-85598.37902	578	0.01
22660	-85598.37868	578	0.01
22670	-85598.37868	578	0.01
22680	-85598.37831	578	0.01
22690	-85598.37831	579	0.01
22700	-85598.37831	579	0.01
22710	-85598.37831	579	0.01
22720	-85598.37831	579	0.01
22730	-85598.37831	580	0.01
22740	-85598.37624	580	0.01
22750	-85598.37624	580	0.01
22760	-85598.37624	581	0.01
22770	-85598.37259	581	0.01
22780	-85598.37259	581	0.01
22790	-85598.37259	581	0.01
22800	-85598.36741	582	0.01
22810	-85598.36741	582	0.01
22820	-85598.36444	582	0.01
22830	-85598.36444	582	0.01
22840	-85598.36262	583	0.01
22850	-85598.36262	583	0.01
22860	-85598.35883	583	0.01
22870	-85598.35883	584	0.01
22880	-85598.35883	584	0.01
22890	-85598.35883	584	0.01
22900	-85598.35622	584	0.01
22910	-85598.35622	585	0.01
22920	-85598.35622	585	0.01
22930	-85598.35622	585	0.01
22940	-85598.35622	585	0.01
22950	-85598.35622	586	0.01
22960	-85598.35622	586	0.01
22970	-85598.35622	586	0.01
22980	-85598.35622	586	0.01
22990	-85598.35622	587	0.01
23000	-85598.35622	587	0.01
23010	-85598.35622	587	0.01
23020	-85598.35207	588	0.01
23030	-85598.3506	588	0.01
23040	-85598.3506	588	0.01
23050	-85598.3506	588	0.01
23060	-85598.3506	589	0.01
23070	-85598.3506	589	0.01
23080	-85598.3506	589	0.01
23090	-85598.3487	589	0.01
23100	-85598.3487	590	0.01
23110	-85598.34578	590	0.01
23120	-85598.34578	590	0.01
23130	-85598.32283	590	0.01
23140	-85598.32283	591	0.01
23150	-85598.32283	591	0.01
23160	-85598.32283	591	0.01
23170	-85598.32283	592	0.01
23180	-85598.29233	592	0.01
23190	-85598.29233	592	0.01
23200	-85598.29233	592	0.01
23210	-85598.29233	593	0.01
23220	-85598.29233	593	0.01
23230	-85598.28649	593	0.01
23240	-85598.28649	593	0.01
23250	-85598.28649	594	0.01
23260	-85598.28649	594	0.01
23270	-85598.28649	594	0.01
23280	-85598.28649	594	0.01
23290	-85598.28649	595	0.01
23300	-85598.28649	595	0.01
23310	-85598.28429	595	0.01
23320	-85598.28429	595	0.01
23330	-85598.28429	596	0.01
23340	-85598.28429	596	0.01
23350	-85598.28429	596	0.01
23360	-85598.28429	596	0.01
23370	-85598.28429	597	0.01
23380	-85598.28429	597	0.01
23390	-85598.28429	597	0.01
23400	-85598.28429	597	0.01
23410	-85598.28429	598	0.01
23420	-85598.28429	598	0.01
23430	-85598.28429	598	0.01
23440	-85598.28429	599	0.01
23450	-85598.28429	599	0.01
23460	-85598.28429	599	0.01
23470	-85598.28389	599	0.01
23480	-85598.28389	600	0.01
23490	-85598.28389	600	0.01
23500	-85598.28389	600	0.01
23510	-85598.28389	600	0.01
23520	-85598.28389	601	0.01
23530	-85598.28389	601	0.01
23540	-85598.28389	601	0.01
23550	-85598.28389	602	0.01
23560	-85598.27251	602	0.01
23570	-85598.27168	602	0.01
23580	-85598.27168	602	0.01
23590	-85598.27168	603	0.01
23600	-85598.27168	603	0.01
23610	-85598.27168	603	0.01
23620	-85598.27168	603	0.01
23630	-85598.27168	604	0.01
23640	-85598.27168	604	0.01
23650	-85598.27168	604	0.01
23660	-85598.27168	604	0.01
23670	-85598.27168	605	0.01
23680	-85598.27168	605	0.01
23690	-85598.27168	605	0.01
23700	-85598.27168	606	0.01
23710	-85598.27168	606	0.01
23720	-85598.27168	606	0.01
23730	-85598.27168	606	0.01
23740	-85598.27168	607	0.01
23750	-85598.27168	607	0.01
23760	-85598.27168	607	0.01
23770	-85598.27168	607	0.01
23780	-85597.53644	608	0.01
23790	-85597.53644	608	0.01
23800	-85597.53644	608	0.01
23810	-85597.53644	608	0.01
23820	-85597.53112	608	0.01
23830	-85597.53112	609	0.01
23840	-85597.53112	609	0.01
23850	-85597.52519	609	0.01
23860	-85597.52519	609	0.01
23870	-85597.52519	610	0.01
23880	-85597.52519	610	0.01
23890	-85597.52519	610	0.01
23900	-85597.52519	610	0.01
23910	-85597.52519	611	0.01
23920	-85597.52519	611	0.01
23930	-85597.52519	612	0.01
23940	-85597.52519	612	0.01
23950	-85597.52519	612	0.01
23960	-85597.52519	612	0.01
23970	-85597.52519	613	0.01
23980	-85597.52519	613	0.01
23990	-85597.52519	613	0.01
24000	-85597.51124	613	0.01
24010	-85597.51124	614	0.01
24020	-85597.51124	614	0.01
24030	-85597.51124	614	0.01
24040	-85597.51124	614	0.01
24050	-85597.51124	615	0.01
24060	-85597.51124	615	0.01
24070	-85597.51124	615	0.01
24080	-85597.51124	616	0.01
24090	-85597.5078	616	0.01
24100	-85597.5078	616	0.01
24110	-85597.5078	616	0.01
24120	-85597.5078	617	0.01
24130	-85597.5078	617	0.01
24140	-85597.5078	617	0.01
24150	-85597.5078	617	0.01
24160	-85597.5078	618	0.01
24170	-85597.5078	618	0.01
24180	-85597.5078	618	0.01
24190	-85597.5078	618	0.01
24200	-85597.5078	619	0.01
24210	-85597.5078	619	0.01
24220	-85597.50627	619	0.01
24230	-85597.50627	620	0.01
24240	-85597.50627	620	0.01
24250	-85597.47067	620	0.01
24260	-85597.47067	620	0.01
24270	-85597.47067	621	0.01
24280	-85597.47067	621	0.01
24290	-85597.47067	621	0.01
24300	-85597.47067	621	0.01
24310	-85597.47067	622	0.01
24320	-85597.46855	622	0.01
24330	-85597.46855	622	0.01
24340	-85597.46855	622	0.01
24350	-85597.46855	623	0.01
24360	-85597.46855	623	0.01
24370	-85597.46814	623	0.01
24380	-85597.46814	623	0.01
24390	-85597.46814	624	0.01
24400	-85597.46814	624	0.01
24410	-85597.46814	624	0.01
24420	-85597.46814	624	0.01
24430	-85597.46814	625	0.01
24440	-85597.46814	625	0.01
24450	-85597.46814	625	0.01
24460	-85597.46814	626	0.01
24470	-85597.46804	626	0.01
24480	-85597.46804	626	0.01
24490	-85597.46804	626	0.01
24500	-85597.46804	627	0.01
24510	-85597.46804	627	0.01
24520	-85597.46804	627	0.01
24530	-85597.46804	627	0.01
24540	-85597.46804	628	0.01
24550	-85597.46804	628	0.01
24560	-85597.46804	628	0.01
24570	-85597.46804	628	0.01
24580	-85597.46804	629	0.01
24590	-85597.46711	629	0.01
24600	-85597.46711	629	0.01
24610	-85597.46711	629	0.01
24620	-85597.46711	630	0.01
24630	-85597.46143	630	0.01
24640	-85597.46143	630	0.01
24650	-85597.46141	630	0.01
24660	-85597.46141	631	0.01
24670	-85597.46141	631	0.01
24680	-85597.46141	631	0.01
24690	-85597.46141	632	0.01
24700	-85597.46141	632	0.01
24710	-85597.46141	632	0.01
24720	-85597.46141	632	0.01
24730	-85597.46141	633	0.01
24740	-85597.45979	633	0.01
24750	-85597.45964	633	0.01
24760	-85597.45964	633	0.01
24770	-85597.45964	634	0.01
24780	-85597.45964	634	0.01
24790	-85597.45964	634	0.01
24800	-85597.45964	634	0.01
24810	-85597.45964	634	0.01
24820	-85597.45964	635	0.01
24830	-85597.45964	635	0.01
24840	-85597.45889	635	0.01
24850	-85597.45889	636	0.01
24860	-85597.45889	636	0.01
24870	-85597.45889	636	0.01
24880	-85597.45889	636	0.01
24890	-85597.45889	637	0.01
24900	-85597.45889	637	0.01
24910	-85597.45889	637	0.01
24920	-85597.45889	637	0.01
24930	-85597.45889	638	0.01
24940	-85597.45889	638	0.01
24950	-85597.45889	638	0.01
24960	-85597.45889	638	0.01
24970	-85597.45889	639	0.01
24980	-85597.45889	639	0.01
24990	-85597.43169	639	0.01
25000	-85597.43169	640	0.01
25010	-85597.42607	640	0.01
25020	-85597.42607	640	0.01
25030	-85597.42607	640	0.01
25040	-85597.42597	641	0.01
25050	-85597.42597	641	0.01
25060	-85597.42597	641	0.01
25070	-85597.42597	642	0.01
25080	-85597.42208	642	0.01
25090	-85597.4202	642	0.01
25100	-85597.41894	642	0.01
25110	-85597.41894	643	0.01
25120	-85597.41396	643	0.01
25130	-85597.41396	643	0.01
25140	-85597.41396	644	0.01
25150	-85597.41396	644	0.01
25160	-85596.76227	644	0.01
25170	-85596.76227	644	0.01
25180	-85596.76227	645	0.01
25190	-85596.76227	645	0.01
25200	-85596.76227	645	0.01
25210	-85596.76227	645	0.01
25220	-85596.76227	646	0.01
25230	-85596.76227	646	0.01
25240	-85596.76227	646	0.01
25250	-85596.76227	646	0.01
25260	-85596.76227	647	0.01
25270	-85596.76227	647	0.01
25280	-85596.76227	647	0.01
25290	-85596.76227	648	0.01
25300	-85596.75116	648	0.01
25310	-85596.75116	648	0.01
25320	-85596.74163	648	0.01
25330	-85596.74163	649	0.01
25340	-85596.74163	649	0.01
25350	-85596.74163	649	0.01
25360	-85596.74163	649	0.01
25370	-85596.74163	650	0.01
25380	-85596.74163	650	0.01
25390	-85596.74163	650	0.01
25400	-85596.74163	651	0.01
25410	-85596.74163	651	0.01
25420	-85596.74127	651	0.01
25430	-85596.74127	652	0.01
25440	-85596.74008	652	0.01
25450	-85596.74008	652	0.01
25460	-85596.74008	652	0.01
25470	-85596.74008	653	0.01
25480	-85596.74008	653	0.01
25490	-85596.74008	653	0.01
25500	-85596.74008	653	0.01
25510	-85596.74008	654	0.01
25520	-85596.74008	654	0.01
25530	-85596.74008	654	0.01
25540	-85596.74008	654	0.01
25550	-85596.74008	654	0.01
25560	-85596.74008	655	0.01
25570	-85596.74008	655	0.01
25580	-85596.74008	655	0.01
25590	-85596.74008	656	0.01
25600	-85596.74008	656	0.01
25610	-85596.73802	656	0.01
25620	-85596.73802	656	0.01
25630	-85596.73802	657	0.01
25640	-85596.73802	657	0.01
25650	-85596.73802	657	0.01
25660	-85596.73802	657	0.01
25670	-85596.73802	658	0.01
25680	-85596.73773	658	0.01
25690	-85596.73773	658	0.01
25700	-85596.73773	658	0.01
25710	-85596.73773	659	0.01
25720	-85596.73773	659	0.01
25730	-85596.7373	659	0.01
25740	-85596.7373	660	0.01
25750	-85596.7366	660	0.01
25760	-85596.72856	660	0.01
25770	-85596.72734	660	0.01
25780	-85596.71873	661	0.01
25790	-85596.71873	661	0.01
25800	-85596.71873	661	0.01
25810	-85596.7187	661	0.01
25820	-85596.7187	662	0.01
25830	-85596.7187	662	0.01
25840	-85596.71756	662	0.01
25850	-85596.71756	663	0.01
25860	-85596.71756	663	0.01
25870	-85596.71756	663	0.01
25880	-85596.71756	663	0.01
25890	-85596.7138	664	0.01
25900	-85596.7138	664	0.01
25910	-85596.71246	664	0.01
25920	-85596.71246	665	0.01
25930	-85596.71246	665	0.01
25940	-85596.71246	665	0.01
25950	-85596.71246	665	0.01
25960	-85596.71246	666	0.01
25970	-85596.71246	666	0.01
25980	-85596.71246	666	0.01
25990	-85596.71246	666	0.01
26000	-85596.71246	666	0.01
26010	-85596.71246	667	0.01
26020	-85596.71131	667	0.01
26030	-85596.71131	667	0.01
26040	-85596.71131	668	0.01
26050	-85596.71131	668	0.01
26060	-85596.71131	668	0.01
26070	-85596.71131	668	0.01
26080	-85596.71131	669	0.01
26090	-85596.71131	669	0.01
26100	-85596.71131	669	0.01
26110	-85596.71131	669	0.01
26120	-85596.71131	670	0.01
26130	-85596.70813	670	0.01
26140	-85596.70522	670	0.01
26150	-85596.7052	670	0.01
26160	-85596.7052	671	0.01
26170	-85596.7052	671	0.01
26180	-85596.7052	671	0.01
26190	-85596.7052	671	0.01
26200	-85596.7052	672	0.01
26210	-85596.7052	672	0.01
26220	-85596.7052	672	0.01
26230	-85596.7052	673	0.01
26240	-85596.7052	673	0.01
26250	-85596.7052	673	0.01
26260	-85596.7052	674	0.01
26270	-85596.7052	674	0.01
26280	-85596.7052	674	0.01
26290	-85596.40209	674	0.01
26300	-85596.40209	675	0.01
26310	-85596.4003	675	0.01
26320	-85596.4003	675	0.01
26330	-85596.4003	675	0.01
26340	-85596.4003	676	0.01
26350	-85596.4003	676	0.01
26360	-85596.4003	676	0.01
26370	-85596.4003	676	0.01
26380	-85596.4003	677	0.01
26390	-85596.39606	677	0.01
26400	-85596.39606	677	0.01
26410	-85596.39606	677	0.01
26420	-85596.39606	678	0.01
26430	-85596.39606	678	0.01
26440	-85596.39606	678	0.01
26450	-85596.38971	678	0.01
26460	-85596.38604	679	0.01
26470	-85596.38604	679	0.01
26480	-85596.38604	679	0.01
26490	-85596.38604	679	0.01
26500	-85596.38604	680	0.01
26510	-85596.38385	680	0.01
26520	-85596.38385	680	0.01
26530	-85596.38385	680	0.01
26540	-85596.38385	681	0.01
26550	-85596.38385	681	0.01
26560	-85596.38385	681	0.01
26570	-85596.38385	682	0.01
26580	-85596.35398	682	0.01
26590	-85596.35398	682	0.01
26600	-85596.35398	682	0.01
26610	-85596.35398	683	0.01
26620	-85596.35398	683	0.01
26630	-85596.35072	683	0.01
26640	-85596.35072	683	0.01
26650	-85596.35072	684	0.01
26660	-85596.35072	684	0.01
26670	-85596.35072	684	0.01
26680	-85596.35072	684	0.01
26690	-85596.35072	685	0.01
26700	-85596.35072	685	0.01
26710	-85596.35072	685	0.01
26720	-85596.35072	685	0.01
26730	-85596.35072	686	0.01
26740	-85596.35072	686	0.01
